time,home,away,home_score,away_score
04.07. 14:30,Civo Utd,Dedza Young,3,1,2015
04.07. 14:30,MAFCO,Red Lions,3,3,2015
04.07. 14:30,Mighty Wanderers,Airborne Rangers,1,0,2015
04.07. 14:30,Moyale Barracks,Mighty Tigers,4,0,2015
28.06. 14:30,Airborne Rangers,Blue Eagles,2,0,2015
28.06. 14:30,Mighty Tigers,Kamuzu Barracks,0,1,2015
28.06. 14:30,Moyale Barracks,MAFCO,0,0,2015
28.06. 14:30,Red Lions,Dedza Young,1,1,2015
28.06. 14:30,Silver Strikers,Civo Utd,0,2,2015
27.06. 14:30,Blue Eagles,Civil,2,1,2015
27.06. 14:30,Mighty Wanderers,Big Bullets,1,2,2015
27.06. 14:30,Mzuzu Warriors,MAFCO,0,2,2015
21.06. 14:30,Dedza Young,Kamuzu Barracks,1,0,2015
21.06. 14:30,Mighty Wanderers,Silver Strikers,0,2,2015
21.06. 14:30,Mzuzu Warriors,Red Lions,1,2,2015
20.06. 14:30,Big Bullets,Civo Utd,2,1,2015
20.06. 14:30,Civil,Airborne Rangers,1,0,2015
20.06. 14:30,Mighty Tigers,Silver Strikers,1,0,2015
20.06. 14:30,Moyale Barracks,Red Lions,1,2,2015
14.06. 14:30,Big Bullets,Blue Eagles,1,1,2015
14.06. 14:30,Civil,Silver Strikers,1,0,2015
14.06. 14:30,Mighty Wanderers,Dedza Young,3,0,2015
07.06. 14:30,Airborne Rangers,MAFCO,0,0,2015
07.06. 14:30,Blue Eagles,Civo Utd,1,1,2015
07.06. 14:30,Mighty Wanderers,Mzuzu Warriors,2,1,2015
06.06. 14:30,Civil,Kamuzu Barracks,3,5,2015
06.06. 14:30,Dedza Young,Silver Strikers,0,4,2015
06.06. 14:30,Mighty Tigers,Big Bullets,1,2,2015
06.06. 14:30,Surestream,Mzuzu Warriors,2,0,2015
31.05. 14:30,Civil,Surestream,0,0,2015
31.05. 14:30,Moyale Barracks,Big Bullets,1,1,2015
30.05. 14:30,Airborne Rangers,Surestream,2,1,2015
30.05. 14:30,Blue Eagles,Dedza Young,3,1,2015
30.05. 14:30,Kamuzu Barracks,Silver Strikers,0,0,2015
30.05. 14:30,Mzuzu Warriors,Big Bullets,1,1,2015
30.05. 14:30,Red Lions,Mighty Tigers,1,2,2015
24.05. 14:30,Blue Eagles,Mighty Wanderers,1,1,2015
24.05. 14:30,Mzuzu Warriors,Airborne Rangers,0,0,2015
24.05. 14:30,Red Lions,Silver Strikers,1,2,2015
24.05. 14:30,Surestream,MAFCO,1,1,2015
23.05. 14:30,Big Bullets,MAFCO,1,0,2015
23.05. 14:30,Civo Utd,Civil,1,1,2015
23.05. 14:30,Kamuzu Barracks,Mighty Wanderers,1,1,2015
23.05. 14:30,Moyale Barracks,Airborne Rangers,2,0,2015
17.05. 14:30,Civo Utd,Mighty Wanderers,0,1,2015
17.05. 14:30,Red Lions,Big Bullets,1,1,2015
16.05. 14:30,MAFCO,Mighty Wanderers,1,2,2015
16.05. 14:30,Mighty Tigers,Surestream,2,0,2015
16.05. 14:30,Silver Strikers,Moyale Barracks,3,1,2015
14.05. 14:30,Big Bullets,Dedza Young,5,2,2015
14.05. 14:30,Blue Eagles,MAFCO,1,0,2015
14.05. 14:30,Red Lions,Kamuzu Barracks,0,3,2015
14.05. 14:30,Silver Strikers,Airborne Rangers,1,0,2015
10.05. 16:30,Airborne Rangers,Kamuzu Barracks,2,1,2015
10.05. 16:30,Civo Utd,MAFCO,0,1,2015
10.05. 16:30,Dedza Young,Civil,2,1,2015
10.05. 16:30,Moyale Barracks,Mzuzu Warriors,2,3,2015
10.05. 16:30,Surestream,Red Lions,2,2,2015
09.05. 16:30,Mighty Tigers,Blue Eagles,1,1,2015
03.05. 14:30,Civo Utd,Mighty Tigers,0,1,2015
03.05. 14:30,MAFCO,Dedza Young,2,0,2015
03.05. 14:30,Silver Strikers,Mzuzu Warriors,2,0,2015
02.05. 14:30,Civil,Mzuzu Warriors,0,1,2015
02.05. 14:30,Kamuzu Barracks,Big Bullets,1,1,2015
02.05. 14:30,Surestream,Mighty Wanderers,0,1,2015
01.05. 14:30,Airborne Rangers,Civo Utd,0,0,2015
01.05. 14:30,Blue Eagles,Red Lions,1,1,2015
26.04. 14:30,Airborne Rangers,Red Lions,1,4,2015
26.04. 14:30,Big Bullets,Surestream,3,1,2015
26.04. 14:30,Civil,Moyale Barracks,2,1,2015
26.04. 14:30,Kamuzu Barracks,Mzuzu Warriors,1,0,2015
25.04. 14:30,Blue Eagles,Moyale Barracks,2,0,2015
25.04. 14:30,Dedza Young,Mzuzu Warriors,3,0,2015
25.04. 14:30,MAFCO,Silver Strikers,3,1,2015
25.04. 14:30,Mighty Tigers,Mighty Wanderers,2,2,2015
19.04. 14:30,Kamuzu Barracks,Moyale Barracks,0,1,2015
19.04. 14:30,MAFCO,Mighty Tigers,1,0,2015
19.04. 14:30,Mighty Wanderers,Civil,3,1,2015
18.04. 14:30,Airborne Rangers,Mighty Tigers,1,2,2015
18.04. 14:30,Dedza Young,Moyale Barracks,1,1,2015
18.04. 14:30,Red Lions,Civo Utd,2,0,2015
18.04. 14:30,Silver Strikers,Big Bullets,1,2,2015
18.04. 14:30,Surestream,Blue Eagles,2,4,2015
